id	name	artist	genres	artist_followers	artist_popularity	markets	album	released_date	album_popularity	duration	explicit	popularity
1RDvyOk4WtPCtoqciJwVn8	Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack]	Jung Kook,BTS,FIFA Sound	k-pop boy group,k-pop	5382641,58715441,167875	80,92,77	183	Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack]	2022-11-20	81	201391	False	92
6A1IbMKwjvXibcrU1sdqKH	Em Là	MONO,Onionn		100123,2809	54,55	182	22	2022-08-18	60	197333	False	62
7bFFUPBiF15n8m8RziqS4o	dự báo thời tiết hôm nay mưa	GREY D	v-pop	39690	56	182	dự báo thời tiết hôm nay mưa – Maxi Single	2022-11-22	52	281493	False	62
4QjxvzEFwb63NZ1pp3wvHy	Chết Trong Em	Thịnh Suy	vietnamese singer-songwriter,v-pop	359817	54	183	Chết Trong Em	2022-10-31	50	256663	False	62
5p8ThxM2OhJ0igfxkz0Z1q	Wild Flower (with youjeen)	RM	k-rap	12005881	81	183	Indigo	2022-12-02	85	273499	False	88
5OE0IzdS8Bs4UaLvDoTXKD	Có Đâu Ai Ngờ	Cầm		1173	41	183	Có Đâu Ai Ngờ	2022-09-08	47	220000	False	58
5yrPkBvOBvqfSjDhoRzDlO	Tại Vì Sao	RPT MCK	vietnamese trap,vietnamese hip hop,vietnamese melodic rap	271841	56	183	Tại Vì Sao	2022-09-23	52	203111	True	64
4ih9noxBfg7euMjCPO0qNH	Chìm Sâu	RPT MCK,Trung Trần	vietnamese trap,vietnamese hip hop,vietnamese melodic rap	271841,2186	56,50	183	Chìm Sâu	2022-02-24	52	156000	False	64
3wUp8eCTshIrJcYbjWaoyP	ThichThich	Phuong Ly	v-pop	292757	53	183	ThichThich	2022-07-24	50	241935	False	62
5B66uVtd4X6Tls9I2VQm4N	Lâu Lâu Nhắc Lại	Ha Nhi,Khói	vietnamese hip hop,v-pop	51045,192616	52,49	183	Lâu Lâu Nhắc Lại	2022-09-22	48	270000	False	59
6tCd8bPvYnceDG7W9M1RMk	Shut Down	BLACKPINK	k-pop,k-pop girl group	35313990	86	54	BORN PINK	2022-09-16	81	175889	False	85
5hkAuvgkOrd4KpDOlCNsvW	Waiting For You	MONO,Onionn		100123,2809	54,55	182	22	2022-08-18	60	265600	False	67
0h7QMc9ZRzA9QJrbEHytn2	The Astronaut	JIN	k-pop	4385474	75	183	The Astronaut	2022-10-28	77	282463	False	89
5Msoarj5hk9LguTtiIyqug	Ngày Đầu Tiên	Đức Phúc	v-pop	837955	50	183	Ngày Đầu Tiên	2022-02-11	48	208939	False	60
0mBP9X2gPCuapvpZ7TGDk3	Left and Right (Feat. Jung Kook of BTS)	Charlie Puth,Jung Kook,BTS	pop,k-pop,viral pop,k-pop boy group,dance pop	18655834,5382641,58715441	84,80,92	179	Left and Right (Feat. Jung Kook of BTS)	2022-06-24	75	154486	False	87
0Cy7uOfTjJrmHkNEPBBZxf	Bên Trên Tầng Lầu	Tăng Duy Tân	v-pop	60801	50	183	Bên Trên Tầng Lầu	2022-06-10	51	184000	False	63
50y0OQgar3BnwTt1pXdYsM	Lonely	RM	k-rap	12005881	81	183	Indigo	2022-12-02	85	166020	True	79
3dvkpe9FEekxxgaQtxOHQI	Mặt Mộc	Phạm Nguyên Ngọc,VAnh,Ân Nhi,BMZ	vietnamese singer-songwriter,v-pop	38910,2373,290,166	48,46,42,50	183	Mặt Mộc	2022-08-05	48	214293	False	59
12hD59WtTU92K1VcCXqLlw	Still Life (with Anderson .Paak)	RM	k-rap	12005881	81	183	Indigo	2022-12-02	85	175328	False	81
6Hs2xIgB8nzyGFDvVA8lFa	Có Em (feat. Low G)	Madihu,Low G	indie viet,vietnamese hip hop,v-pop,vietnamese melodic rap	75664,466894	53,56	182	Có Em (feat. Low G)	2022-04-22	52	218512	False	63
5ECHJ1llWBNYLVCYrllD3x	Chạy Khỏi Thế Giới Này	Da LAB,Phuong Ly	indie viet,vietnamese hip hop,v-pop	804976,292757	56,53	183	Chạy Khỏi Thế Giới Này	2022-06-30	51	255429	False	63
69xohKu8C1fsflYAiSNbwM	Run BTS	BTS	k-pop boy group,k-pop	58715441	92	183	Proof	2022-06-10	85	204939	False	86
7vPMugKcYwnX9Dh7SrLFHF	Change pt.2	RM	k-rap	12005881	81	183	Indigo	2022-12-02	85	114026	True	79
05X3a0YGmS1rbH50aL8lGF	Một Ngàn Nỗi Đau	Văn Mai Hương,Hứa Kim Tuyền	v-pop	289580,47927	48,50	182	Một Ngàn Nỗi Đau	2022-06-23	49	321904	False	60
5ky45fGKbzGYilDewlBD6Z	No.2 (with parkjiyoon)	RM	k-rap	12005881	81	183	Indigo	2022-12-02	85	193963	False	78
2VHXCihhlSC2lUFoCaemRN	Yêu Người Có Ước Mơ	buitruonglinh	indie viet,v-pop	113454	51	182	Bài Hát Hay Nhất - Big Song Big Deal (Tập 6)	2022-11-07	48	283520	False	60
25h0TqC9H3BcMA7KjK5nHK	vaicaunoicokhiennguoithaydoi	GREY D,tlinh	indie viet,vietnamese hip hop,v-pop,vietnamese melodic rap	39690,241113	56,56	182	vaicaunoicokhiennguoithaydoi	2022-06-20	54	225862	False	66
0QzuaeCEEOV40Pn7IvKEny	double take	dhruv	nyc pop,chill r&b,pop	394889	69	183	rapunzel	2022-01-21	74	171743	False	84
6VXVYATpQXEIoZ97NnWCmn	Vì Anh Đâu Có Biết	Madihu,Vũ.	vietnamese singer-songwriter,rock viet,v-pop,vietnamese melodic rap,indie viet	75664,1385364	53,59	182	Vì Anh Đâu Có Biết	2022-08-04	53	241919	False	65
5AmBIWCnsLscPSYsfCApBy	Closer (with Paul Blanco, Mahalia)	RM	k-rap	12005881	81	183	Indigo	2022-12-02	85	196507	False	79
10SRMwb9EuVS1K9rYsBfHQ	Yet To Come	BTS	k-pop boy group,k-pop	58715441	92	183	Proof	2022-06-10	85	193593	False	85
6jjYDGxVJsWS0a5wlVF5vS	Butter	BTS	k-pop boy group,k-pop	58715441	92	183	Proof	2022-06-10	85	164952	False	81
3wEr5lmE7oaC3qhCbJTY8B	Hectic (with Colde)	RM	k-rap	12005881	81	183	Indigo	2022-12-02	85	226189	False	78
40xpKrnumGPEvHcw1kuL9R	Yun (with Erykah Badu)	RM	k-rap	12005881	81	183	Indigo	2022-12-02	85	233688	True	79
73fFRs03s0gtjggfMW213L	Ngã Tư Không Đèn	TRANG,Khoa Vũ	vietnamese singer-songwriter,indie viet,v-pop	91000,298	50,44	183	Chỉ Có Thể Là Anh	2022-06-18	50	218250	False	61
40SuiVcQ5NyDk48nZSADK3	All Day (with Tablo)	RM	k-rap	12005881	81	183	Indigo	2022-12-02	85	186186	True	79
3XKI5295qhFbwNesz3ollU	Forg_tful (with Kim Sawol)	RM	k-rap	12005881	81	183	Indigo	2022-12-02	85	162295	False	78
6DlN8yACMwTNDNgdLQB27n	willow	Taylor Swift	pop	64023844	100	95	but i knew you	2022-12-17	0	214706	False	0
3q7SUVmnqv7ItDDy1Dc2jO	Christmas Tree Farm	Taylor Swift	pop	64023844	100	95	楽しいクリスマス!	2022-12-17	0	228026	False	0
19K4laX9DYOAvChgt2VKnQ	willow	Taylor Swift	pop	64023844	100	94	New Year Driving	2022-12-17	0	214706	False	0
6dUw94HrsaZufUsVhANOnf	cardigan	Taylor Swift	pop	64023844	100	95	but i knew you	2022-12-17	0	239560	False	0
7eDrdQ7PK9Xm1CZCKWsgmH	Anh Nhớ Ra (feat. TRANG)	Vũ.,TRANG	vietnamese singer-songwriter,indie viet,rock viet,v-pop	1385364,91000	59,50	182	Một Vạn Năm	2022-09-09	57	276500	False	60
1XgY9LzswfC0eJFybQ2Ywl	willow	Taylor Swift	pop	64023844	100	94	This is Pop Hits	2022-12-16	0	214706	False	0
5slWvGUtnHaCBoLek3PDH2	willow	Taylor Swift	pop	64023844	100	95	Winter Chill 2023	2022-12-17	0	214706	False	0
08Yqg3x7XRj8TPQATyHEqC	Christmas Tree Farm	Taylor Swift	pop	64023844	100	95	Christmas Songs	2022-12-17	0	228026	False	0
2c9oSsUUN4AhhiiV5Gohst	Christmas Tree Farm	Taylor Swift	pop	64023844	100	95	pov: you're enjoying a cup of hot chocolate	2022-12-17	0	228026	False	0
5C9JlYhuv96JQXyXuxYsB2	willow	Taylor Swift	pop	64023844	100	94	Cañonazos de Pop en Diciembre	2022-12-16	0	214706	False	0
2KhqO1J6cRQKoe2ZJNJZer	Lover	Taylor Swift	pop	64023844	100	95	Falling For Christmas	2022-12-16	0	221306	False	0
5gNFgptE6FqiL9r2hW0FIe	Christmas Tree Farm	Taylor Swift	pop	64023844	100	94	Cañonazos de Pop en Diciembre	2022-12-16	0	228026	False	0
4JEnfMPfl6lrMHCDy9bFH2	Christmas Tree Farm	Taylor Swift	pop	64023844	100	94	Cozy Christmas Pop	2022-12-16	0	228026	False	0
4Motj2co0R43JHQ0V1BrOr	Anti-Hero	Taylor Swift	pop	64023844	100	89	The Best New Years Playlist 2023	2022-12-17	0	200690	False	0
2qWP5ZarXRsdmxzz3L3BtP	có hẹn với thanh xuân	Suni Hạ Linh,Hoàng Dũng,GREY D,Orange,tlinh	vietnamese singer-songwriter,vietnamese hip hop,v-pop,vietnamese melodic rap,indie viet	194059,454703,39690,224730,241113	53,55,56,53,56	182	Hương Mùa Hè	2022-07-24	54	222000	False	58
06ZxLvwCJPu6Lwb7P41ZUt	Anti-Hero	Taylor Swift	pop	64023844	100	82	2022 西洋排行總回顧	2022-12-17	0	200690	False	0
4qoLD80NnbryU3tChiGdzw	Anti-Hero	Taylor Swift	pop	64023844	100	95	Sad Beautiful Songs by The Circle Sessions	2022-12-17	0	200690	False	0
3Uc6MRCcpDlPj4vRiZwjj3	Anti-Hero	Taylor Swift	pop	64023844	100	95	Sad Indie by The Circle Sessions	2022-12-17	0	200690	False	0
61sPtIY6OAC1p5hzHhhH4S	Anti-Hero	Taylor Swift	pop	64023844	100	93	Clean Up Anthems	2022-12-17	0	200690	False	0
79BVlm8x1VagIHhScrqOhE	Anti-Hero	Taylor Swift	pop	64023844	100	95	New Year Fresh Start	2022-12-17	0	200690	False	0
74me6R58ndPetRBA8iDCej	Anti-Hero	Taylor Swift	pop	64023844	100	93	Best of the Best 2022	2022-12-17	0	200690	False	0
1uH7G0o3zqlD88dDl1D3Rl	Anti-Hero	Taylor Swift	pop	64023844	100	95	Best of 2022: Trending Viral	2022-12-17	0	200690	False	0
1CIXRmcz4WlOBDEOD7QqvT	Anti-Hero	Taylor Swift	pop	64023844	100	95	Hot Party Winter 2022	2022-12-17	0	200690	False	0
5btNm2Rl7QUjhuHKlL7H1G	Anti-Hero	Taylor Swift	pop	64023844	100	95	Best of 2022	2022-12-17	0	200690	False	0
4FgqlgXdm7jnRrRetU403o	Anti-Hero	Taylor Swift	pop	64023844	100	95	Tick Tock 2022	2022-12-17	0	200690	False	0
0XpBdQ3S0IMAtpM29vAWep	Anti-Hero	Taylor Swift	pop	64023844	100	95	Hello Winter 2023	2022-12-17	0	200690	False	0
1hlbLp8XLUGfwIQa6dkRwn	Anti-Hero	Taylor Swift	pop	64023844	100	95	Best Hits Of 2022	2022-12-17	0	200690	False	0
3dSgLnjoDZtG44qajssvDZ	Anti-Hero	Taylor Swift	pop	64023844	100	95	Best Tunes of 2022	2022-12-17	0	200690	False	0
0mvRAABEoEYQ32uJfnQAzn	Anti-Hero	Taylor Swift	pop	64023844	100	95	Best Pop of 2022	2022-12-17	0	200690	False	0
36YhdaJ9OhOX1GDiqnUMEi	Anti-Hero	Taylor Swift	pop	64023844	100	95	vaicaunoi,caudathaydoi	2022-12-16	0	200690	False	0
3U0AE3UYSDbhLi72m3qRlJ	Anti-Hero	Taylor Swift	pop	64023844	100	95	Winterstimmung 2023	2022-12-17	0	200690	False	0
3oYqbdVEsxSqivSc7yl6NJ	Anti-Hero	Taylor Swift	pop	64023844	100	95	Winter Chill 2023	2022-12-17	0	200690	False	0
29A11fCzU3RONiy2xgaGQV	Anti-Hero	Taylor Swift	pop	64023844	100	95	Winter Mood 2023	2022-12-17	0	200690	False	0
3PfJm5PosCt4qVQFtfaeBT	Anti-Hero	Taylor Swift	pop	64023844	100	93	Winter Hits 2023	2022-12-17	0	200690	False	0
3j66d0wETRbKp3JntTuBb9	Anti-Hero	Taylor Swift	pop	64023844	100	95	Hits France 2023 Vol.1	2022-12-16	0	200690	False	0
1J8Eabwf6FvX661sEYPUSF	Anti-Hero	Taylor Swift	pop	64023844	100	95	New Year's Eve 2023	2022-12-16	0	200690	False	0
42LPIRXkz9X09Gv52krMES	Anti-Hero	Taylor Swift	pop	64023844	100	95	Best Tunes of 2022	2022-12-16	0	200690	False	0
6HrwfjnxRfRYTLm1GEGy1M	willow	Taylor Swift	pop	64023844	100	95	Best of 2022: Sad Songs	2022-12-17	0	214706	False	0
065Q6X3qZh2Fr6p7IljGJZ	willow	Taylor Swift	pop	64023844	100	95	Hello Winter 2023	2022-12-17	0	214706	False	0
5avQecRVanXcI371zx3JF8	Anti-Hero	Taylor Swift	pop	64023844	100	95	Fresh Start 2023	2022-12-16	0	200690	False	0
727SMGioOEiaErMytyO3Bj	willow	Taylor Swift	pop	64023844	100	95	Winter Vibes 2023	2022-12-17	0	214706	False	0
0w6aRFkSd9nbf9NEtjgeNB	Anti-Hero	Taylor Swift	pop	64023844	100	95	Il meglio di Inverno 2022	2022-12-16	0	200690	False	0
3nYyGYCUrEtOAPHvpGz6vL	willow	Taylor Swift	pop	64023844	100	95	Winterstimmung 2023	2022-12-17	0	214706	False	0
6p6Kd4O1689VcsYK1fj61N	willow	Taylor Swift	pop	64023844	100	95	Winter Mood 2023	2022-12-17	0	214706	False	0
4zVVZG194lIvmLykcBVKp8	Christmas Tree Farm	Taylor Swift	pop	64023844	100	95	Christmas Party	2022-12-17	0	228026	False	0
1LhylCgdcRuybuUzll7ToZ	Christmas Tree Farm	Taylor Swift	pop	64023844	100	95	Christmas Hits	2022-12-17	0	228026	False	0
51YYt3KidWcNPtGNuKJEo3	Christmas Tree Farm	Taylor Swift	pop	64023844	100	95	Świąteczna Muzyka	2022-12-17	0	228026	False	0
6l1Tja7uQLp1PkpadFIGFd	Anti-Hero	Taylor Swift	pop	64023844	100	95	Mega Hits des Jahres 2022	2022-12-16	0	200690	False	0
7saWPOMD3XcdTZLfkJ7tbP	Love Story (Taylor’s Version)	Taylor Swift	pop	64023844	100	95	Best of 2022: Trending Viral	2022-12-17	0	235766	False	0
4wPJlp8JGD5jZV3H6Lf0gN	Christmas Tree Farm	Taylor Swift	pop	64023844	100	95	Seasons Greetings	2022-12-17	0	228026	False	0
3aAlGRmcDVFKuwCkGqK6Te	Love Story (Taylor’s Version)	Taylor Swift	pop	64023844	100	95	Tick Tock 2022	2022-12-17	0	235766	False	0
6ILSbmqdCnnO8OfBxGHLiV	Lover	Taylor Swift	pop	64023844	100	95	Winterstimmung 2023	2022-12-17	0	221306	False	0
3Nrtvbc9ZjrMpeDJ2QYsEi	Lover	Taylor Swift	pop	64023844	100	95	Winter Chill 2023	2022-12-17	0	221306	False	0
5kHSdjA4sAcM7eXFRDikD1	cardigan	Taylor Swift	pop	64023844	100	94	This is Pop Hits	2022-12-16	0	239560	False	0
1oUIBlyjM2qYdkBvEZPxlB	cardigan	Taylor Swift	pop	64023844	100	95	Winter Vibes 2023	2022-12-17	0	239560	False	0
0M0WQrnpihKSKwTeg0IidM	cardigan	Taylor Swift	pop	64023844	100	95	Winterstimmung 2023	2022-12-17	0	239560	False	0
200lLZqC6yaNe0qngluLkG	Christmas Tree Farm	Taylor Swift	pop	64023844	100	95	Happy Christmas 2022	2022-12-17	0	228026	False	0
2kUw7hGdeEHC9Xkjf8Z1MS	cardigan	Taylor Swift	pop	64023844	100	95	Winter Chill 2023	2022-12-17	0	239560	False	0
11WLyfcgY2LcsBRH6LBa8z	Christmas Tree Farm	Taylor Swift	pop	64023844	100	95	Contágiate de Navidad	2022-12-16	0	228026	False	0
6Y42C7S6IeBxkGaGNU33Y5	Christmas Tree Farm	Taylor Swift	pop	64023844	100	95	Diciembre, Alegría y Felicidad	2022-12-16	0	228026	False	0
5G67oMFgdwChkSvwRmLyTk	Christmas Tree Farm	Taylor Swift	pop	64023844	100	95	Feliz Xmas & Happy Navidad	2022-12-16	0	228026	False	0
53CuQtVnXeVpa2VjBbHqPB	Anti-Hero - Roosevelt Remix	Taylor Swift,Roosevelt	pop,alternative dance,shiver pop,indie emo,nu disco	64023844,227833	100,57	95	New Years 2023	2022-12-16	0	299203	False	0
2afikjAWwYQPFpNoH6hKJq	Christmas Tree Farm	Taylor Swift	pop	64023844	100	95	Weihnachten 2023	2022-12-16	0	228026	False	0
2DtUUBwYwEzKMTMDrc5EiO	girls like me don't cry	thuy	indie r&b,chill r&b,pop,r&b	142413	64	183	girls like me don't cry	2022-10-06	59	213640	False	65
4fsQ0K37TOXa3hEQfjEic1	ANTIFRAGILE	LE SSERAFIM		1092741	77	183	ANTIFRAGILE	2022-10-17	80	184444	False	89
2gYj9lubBorOPIVWsTXugG	After LIKE	IVE	k-pop girl group	1486025	74	182	After LIKE	2022-08-22	75	176973	False	86
0QHEIqNKsMoOY5urbzN48u	Made You Look	Meghan Trainor	pop,dance pop,hip pop	12366197	84	183	Takin' It Back	2022-10-21	84	134256	False	94
7MObIQOs5ESkbcihA9dcsz	Có Khi (feat. Low G)	Madihu,Low G	indie viet,vietnamese hip hop,v-pop,vietnamese melodic rap	75664,466894	53,56	182	Có Khi (feat. Low G)	2022-10-13	44	259333	False	55
6NnCWIWV740gP7DQ8kqdIE	Nxde	(G)I-DLE	k-pop,k-pop girl group	4570666	76	181	I love	2022-10-17	75	178453	False	85
5MkTNoZ8xaMZYh1XMwAPtA	quý cô say xỉn (secret sunday)	Phùng Khánh Linh	v-pop	80628	50	182	CITOPIA	2022-11-11	54	202241	False	56
0a4MMyCrzT0En247IhqZbD	Hype Boy	NewJeans	k-pop,k-pop girl group	1099683	75	183	NewJeans 1st EP 'New Jeans'	2022-08-01	81	179026	False	87
3DLtPObflLQBodZN8qGODT	2AM	JustaTee,BigDaddy	vietnamese hip hop,v-pop,vietnamese melodic rap	615465,111247	55,42	182	2AM	2022-05-10	46	258281	False	57
1ISenZ6rcvWJHsBlW5kymp	Tình Yêu Đến Sau	Myra Trần		1512	38	182	Tình Yêu Đến Sau	2022-11-21	44	271399	False	55
3ho1OQb9SFtCt3MIiRZ8Si	Bắt Cóc Con Tim	Lou Hoang	v-pop	290393	49	182	Bắt Cóc Con Tim	2022-06-30	44	197549	False	56
2pIUpMhHL6L9Z5lnKxJJr9	Attention	NewJeans	k-pop,k-pop girl group	1099683	75	183	NewJeans 1st EP 'New Jeans'	2022-08-01	81	180066	False	84
3BHR1mJOqn2UZyq98YKPgd	Typa Girl	BLACKPINK	k-pop,k-pop girl group	35313990	86	54	BORN PINK	2022-09-16	81	179172	True	79
5cvW3PYJeQjRTnj9vHP5Va	Cà Phê	MIN	v-pop	835468	54	183	50/50	2022-03-21	53	190526	False	60
0gdxLgCTbLQUGaar06VrU4	Vệ Tinh	HIEUTHUHAI,Hoang Ton,Kewtiie	vietnamese hip hop,v-pop	314663,225204,2772	52,47,43	182	Vệ Tinh	2022-08-11	43	219428	False	55
2gzhQaCTeNgxpeB2TPllyY	With you	Jimin,HA SUNG WOON	korean pop,k-pop	3165090,230190	65,65	183	Our Blues, Pt. 4 (Original Television Soundtrack)	2022-04-24	70	201905	False	81
2pYFHEy0xp48Le5Bfw5vcX	Có Chơi Có Chịu	Karik,Only C	vietnamese hip hop,v-pop	166543,385431	50,48	183	Có Chơi Có Chịu	2022-09-25	46	223857	False	58
0xzI1KAr0Yd9tv8jlIk3sn	Bad Decisions (with BTS & Snoop Dogg)	benny blanco,BTS,Snoop Dogg	pop,pop rap,rap,gangster rap,k-pop,hip hop,west coast rap,edm,electropop,k-pop boy group,dance pop,g funk	1014044,58715441,9018808	74,92,83	182	Bad Decisions (with BTS & Snoop Dogg)	2022-08-05	72	172714	False	84
3nqQXoyQOWXiESFLlDF1hG	Unholy (feat. Kim Petras)	Sam Smith,Kim Petras	transpop,pop,uk pop,dance pop,post-teen pop	21030476,835177	89,83	182	Unholy (feat. Kim Petras)	2022-09-22	88	156943	False	100
7baBkATX7B3MCUYDyjlXPs	Lạc Vào Trong Mơ	SimonC,WUY		917,116	39,39	183	Lạc Vào Trong Mơ	2022-04-09	44	172774	False	56
7CAdT0HdiQNlt1C7xk2hep	Stay Alive (Prod. SUGA of BTS)	Jung Kook	k-pop	5382641	80	184	Stay Alive (Prod. SUGA of BTS)	2022-02-11	68	210928	False	80
26hOm7dTtBi0TdpDGl141t	Die For You	Joji	viral pop	7603188	87	183	SMITHEREENS	2022-11-04	86	211666	False	90
0V3wPSX9ygBnCm8psDIegu	Anti-Hero	Taylor Swift	pop	64023844	100	183	Midnights	2022-10-21	95	200690	False	97
0ibp5h8QATkvC6P5cO5TUV	PHONG (feat. TGSN & Tyronee)	VSTRA,TGSN,Tyronee	vietnamese hip hop	80806,9269,116	44,42,40	184	PHONG (feat. TGSN & Tyronee)	2022-05-20	46	212000	True	58
5P3o95Jf0YBQRQ4j2XPpfC	Pink Venom	BLACKPINK	k-pop,k-pop girl group	35313990	86	54	BORN PINK	2022-09-16	81	186964	False	81
3AejRjgBsFV4HWHjJmmEP7	lời tạm biệt chưa nói	GREY D,Orange	v-pop	39690,224730	56,53	183	Hương Mùa Hè	2022-07-24	54	259114	False	57
5kJMW3pK49PvQDtpVryHf5	Forget About Her	JustaTee	vietnamese hip hop,v-pop,vietnamese melodic rap	615465	55	183	KOSMIK	2022-10-31	52	217500	False	57
4AT7ZRCPu3jDxA4Y22IO22	Tự Tình 2	Trung Quân	v-pop	413342	52	184	Tự Tình 2	2022-09-22	45	290976	False	57
1I2MEjnS9c4OPMnKWbIuYs	Hard to Love	BLACKPINK	k-pop,k-pop girl group	35313990	86	54	BORN PINK	2022-09-16	81	162569	True	75
3CqtQwaoQTdgDWLHyv7Twr	đứa nào làm em buồn?	Phuc Du,Hoàng Dũng	vietnamese singer-songwriter,v-pop	16387,454703	46,55	184	đứa nào làm em buồn?	2022-08-08	43	252539	False	55
27Z9T0mSWHYWSj9SNOGvyt	Thằng Điên	JustaTee,Phuong Ly	vietnamese hip hop,v-pop,vietnamese melodic rap	615465,292757	55,53	184	Thằng Điên	2022-07-11	45	234000	False	57
6xGruZOHLs39ZbVccQTuPZ	Glimpse of Us	Joji	viral pop	7603188	87	179	Glimpse of Us	2022-06-10	79	233456	False	90
5KYv3kORBKUmVEoqbRRWxt	Từng Là Của Nhau	Bao Anh,Táo	vietnamese hip hop,v-pop	438522,159513	43,46	183	Từng Là Của Nhau	2022-08-30	44	269473	False	56
5mG5cQE6SEYxnGCX3I09IC	Vì Mẹ Anh Bắt Chia Tay	Miu Lê,Karik,Chau Dang Khoa	vietnamese hip hop,v-pop	292409,166543,25808	50,50,45	183	Vì Mẹ Anh Bắt Chia Tay	2022-06-13	45	261999	False	56
4CjJf5bzvv5ZuLf2FJqlWY	Thấy Chưa	Ngọt	indie viet,rock viet,v-pop	394942	55	184	Thấy Chưa	2022-08-31	43	234399	False	55
2AA4UcXp2WRvsU9cyHT6Vy	không một bài hát nào có thể diễn tả cảm xúc của em lúc này. (feat. Thanh Bui)	Hoang Thuy Linh,Thanh Bui	v-pop	683903,11016	59,39	184	LINK	2022-08-11	53	240500	False	57
5Odq8ohlgIbQKMZivbWkEo	Left and Right (Feat. Jung Kook of BTS)	Charlie Puth,Jung Kook,BTS	pop,k-pop,viral pop,k-pop boy group,dance pop	18655834,5382641,58715441	84,80,92	183	CHARLIE	2022-10-06	79	154486	False	84
6fDa6IEt8EAFkHH4hShFK4	Và Ngày Nào Đó	Trung Quân	v-pop	413342	52	183	Và Ngày Nào Đó	2022-09-13	45	262311	False	57
2LhaQUFez282XCuTDSTDcV	Cô Ta	Vũ.	vietnamese singer-songwriter,indie viet,rock viet,v-pop	1385364	59	183	Một Vạn Năm	2022-09-09	57	214500	False	56
0IwEtoPhLZp9MGpRIEj7vU	Sacrifice	The Weeknd	canadian pop,pop,canadian contemporary r&b	54398701	96	95	NYÅRSMIDDAG	2022-12-17	0	188918	True	0
38rjRVqEHSlDRrDWDvjkqW	Bước Qua Nhau	Vũ.	vietnamese singer-songwriter,indie viet,rock viet,v-pop	1385364	59	182	Một Vạn Năm	2022-09-09	57	257647	False	55
0V6sVAgdheGYCsoQlEPXM1	I Was Never There	The Weeknd,Gesaffelstein	pop,destroy techno,dark clubbing,canadian pop,canadian contemporary r&b	54398701,465256	96,76	95	Tick Tock 2022	2022-12-17	0	241066	False	0
3fbMlYYE69lMNh7KO23t7C	Can't Feel My Face	The Weeknd	canadian pop,pop,canadian contemporary r&b	54398701	96	95	Novogodišnja Žurka 2023	2022-12-05	14	213520	False	6
7tEFas8143FbSinw9tBzXg	MIA	Bad Bunny,Drake	urbano latino,rap,toronto rap,canadian pop,trap latino,reggaeton,hip hop,canadian hip hop	60804941,69809073	99,97	180	Party Rap	2022-12-02	9	210367	False	9
0iHQWqjpVJKpazCyH8WHC4	MIA	Bad Bunny,Drake	urbano latino,rap,toronto rap,canadian pop,trap latino,reggaeton,hip hop,canadian hip hop	60804941,69809073	99,97	175	Where Them Girls At - Dance Hits	2022-12-02	6	210367	False	7
78kp3yE13cHKxOwQ2u9eCa	I Feel It Coming	The Weeknd,Daft Punk	pop,filter house,canadian pop,canadian contemporary r&b,electro	54398701,9068262	96,81	95	Novogodišnja Žurka 2023	2022-12-05	14	269186	False	6
2mGu8gkCT2TuVKORXYM6ei	Scared To Live	The Weeknd	canadian pop,pop,canadian contemporary r&b	54398701	96	95	Winter Blues 2023	2022-12-17	0	191306	True	0
6dHTzDPPKgZHhNciA9lqgh	MIA	Bad Bunny,Drake	urbano latino,rap,toronto rap,canadian pop,trap latino,reggaeton,hip hop,canadian hip hop	60804941,69809073	99,97	180	Rap Running	2022-12-09	8	210367	False	7
5zYMs0FFRn544iTux0ZewN	MIA	Bad Bunny,Drake	urbano latino,rap,toronto rap,canadian pop,trap latino,reggaeton,hip hop,canadian hip hop	60804941,69809073	99,97	133	Latin Dance Party	2022-12-09	8	210367	False	8
1ZAOrMm0GYzbwBfEWwIeYs	MIA	Bad Bunny,Drake	urbano latino,rap,toronto rap,canadian pop,trap latino,reggaeton,hip hop,canadian hip hop	60804941,69809073	99,97	182	10s Best Rewind	2022-12-16	0	210367	False	0
1Y3LN4zO1Edc2EluIoSPJN	Until I Found You (with Em Beihold) - Em Beihold Version	Stephen Sanchez,Em Beihold	pop,gen z singer-songwriter,alt z	348235,274428	78,73	182	Until I Found You (Em Beihold Version)	2022-04-22	77	176440	False	88
0TngyWNQw9iWZzqdbKHC3N	Hồi Kết	Ha Nhi	v-pop	51045	52	183	Hồi Kết	2022-11-15	43	274258	False	54
5DPXEI7k0cfLUoxyL2xWmr	Blinding Lights	The Weeknd	canadian pop,pop,canadian contemporary r&b	54398701	96	89	The Best New Years Playlist 2023	2022-12-17	0	201573	False	0
03qapwr9p07iKpJRDeloum	Sacrifice	The Weeknd	canadian pop,pop,canadian contemporary r&b	54398701	96	93	NYÅRSFEST	2022-12-17	0	188918	True	0
1nwgh2cV4R0hZcnGCcEO4l	Die For You	The Weeknd	canadian pop,pop,canadian contemporary r&b	54398701	96	93	Clean Up Anthems	2022-12-17	0	260255	False	0
1BBJo8KZuRUMwBOj69mWuG	Die For You	The Weeknd	canadian pop,pop,canadian contemporary r&b	54398701	96	95	Popsito bien melo	2022-12-09	12	260255	False	4
0m50o6jVDL2kU3ds2AjTgV	Die For You	The Weeknd	canadian pop,pop,canadian contemporary r&b	54398701	96	82	2022 西洋排行總回顧	2022-12-17	0	260255	False	0
